w,rer_dt_sa,pi,pia,x,q,y,r
0.00769717296846148,-0.006736649718140899,0.0028074311190762202,0.0019682176877573454,1.1759905648545002,-0.015674603561912904,0.006080763817409542,0.0375
0.005742868949771857,-0.011106246530026296,0.003267680202954537,-2.351557641233626e-5,1.2097039519735,-0.07702147833816175,0.016878421208397637,0.038
0.0032856043588577882,-0.008684143650947712,0.0035424355448530065,-0.00391781664030777,1.06806917662302,-0.15088415410579464,0.008716664783355536,0.0382
-0.006401867514139472,-0.010132666028401217,0.0017594111745102836,-0.002107740544111003,1.17143047744102,0.14621427113626614,0.009798696252269572,0.0384
0.005127410695344576,0.005505421532794841,-7.91914900512225e-4,4.085951528782772e-4,1.08218555793709,0.04286049976811421,0.009241822417426843,0.0378
0.008819123641386827,0.01012534336964937,-0.003001037776891202,-0.0064544118155618335,1.03759517009839,0.1528499287371122,0.020331942946573714,0.0374
-0.002103862838416879,0.004099633886732084,-5.006802425544521e-5,-3.794974506723392e-4,1.02615062862908,0.0562682512079212,0.009947689506379443,0.0347
-0.009081151319408298,0.0030144223913436095,0.0018655467489283595,0.001883245752053675,1.00292355263716,-0.09169420276910864,0.019811114360508798,0.0301
-0.013179254342205293,0.003509291431263751,0.005218094391061356,0.007866425023186352,0.99706837488417,-0.10639003049701082,0.014112069514693017,0.0277
-0.0051053497344732465,0.022015941954482823,5.053675093869003e-4,0.0036972925184803884,1.1979461424248499,-0.047482465667746714,0.01670743266321998,0.0271
-0.0029207560088424216,0.018776197316000564,0.003276866409620993,0.007053104256216081,1.02590356070789,0.09227003790235172,-0.02063203084931396,0.026000000000000002
-0.0017771883778638295,0.02103291636319836,0.006142319075090441,0.009582025545657125,1.04883534516461,0.29942780430708915,-0.02524119665507561,0.025099999999999997
-0.0019013809381556585,0.026369446547072416,0.005059633773274008,0.007618082368119339,1.03246746945954,0.05231760591162185,-0.007028287927573459,0.0241
0.011349475335504382,0.01936537248140675,0.007802163984856669,0.01447442022939871,1.05448260198564,-0.044007153948340545,-0.013172531480463413,0.0252
0.019979384404313755,0.01999853648483274,4.481054799461148e-4,0.0020415330630934037,1.16089625637965,-0.10542959239016086,-0.0033938499489233197,0.0248
0.021836484308539954,0.019158730789059875,0.0012595166955087223,6.929086029394682e-4,1.01727267088694,-0.08215383717306989,2.398591400305194e-4,0.024900000000000002
0.016187675000605587,0.009292280867023541,0.0031959104681531514,0.005028063606663302,1.0011157269672202,-0.1035459237394055,-0.0010454394016008717,0.0248
0.004072510999522107,0.005096717014839147,0.00709106582463459,0.011825741216109797,0.969633871825291,-0.21567822943957765,-0.010699578436017232,0.0246
0.0019116226150670901,-0.00473842081434883,0.0029665900970146097,0.0039906843076042975,1.12655985157194,-0.16317382991310744,-0.004827185759544469,0.024399999999999998
-0.002419392346834589,-0.015639369588190025,0.001717661239050372,6.44167950346386e-4,1.20048336684362,-0.09059170825455479,-0.0033644087914617006,0.026699999999999998
-0.013121021851531271,-0.0233127550867625,-6.617133750630444e-5,-6.629945297458306e-4,1.18948428583105,0.012895215376838687,0.0017043254188266108,0.0273
-0.01100250279999328,-0.019890459049979898,-4.6277234956004776e-4,-0.004391144115116319,1.18593071366378,-0.0228030276126434,2.4935631735476535e-4,0.029300000000000003
-0.01225850641445314,-0.018671908690988545,0.0050895468969720525,-2.2385255805090765e-4,1.15217404255715,-0.018961306728315426,-0.007143438273699783,0.0302
-0.01240435678559258,-0.01748659040390311,-2.0583993778089393e-4,-0.0011966586966538628,1.24878589904648,-0.06521269283598424,0.002330506333386986,0.03
-0.005141765551265067,-0.024812740779148343,3.2762565140043165e-4,0.001007540968659626,1.24342207605769,0.009577806392419992,-0.0028588217368379905,0.0298
-0.01110535264146936,-0.016534736683984533,-0.00301671804435788,-0.009318425122041063,1.0817784009029099,0.13188562263148362,0.009754528884808088,0.028999999999999998
-0.007144572263495692,-0.011264102530906352,0.0014450395761516077,0.005786678047503102,1.20736843036811,0.007242739539674237,-0.03172890480475806,0.029300000000000003
0.0017134290643949256,-0.01657875964177403,0.0022148266561723418,0.003490154040832749,1.2065244220455,-0.007715457131383028,-0.008224579440126575,0.030299999999999997
0.007270712513042856,-0.020551614785661983,0.0014844973335508271,0.0015123372016248027,1.20272457990807,-0.039622313451396385,-0.004405989710045646,0.0301
0.0029625674447286802,-0.03143544600015337,0.003265664463380169,0.00519164524695892,1.2447218739816,0.07482991350555968,-0.012500556181595335,0.029900000000000003
0.003618272290010833,-0.03400778022453345,0.0018281139134082025,0.005229681534846264,1.12899758218581,0.24224681462820277,-0.0017028726143242252,0.0301
0.0053272429835028315,-0.015278208496262243,4.470525835476025e-5,-0.004908402477645346,1.07512446188048,0.00914293026606649,-0.015772047880733858,0.0296
0.009897361731679925,0.0040590618586578715,-0.0010657373722740004,-0.006948474878082145,1.04435922418926,-0.019075334489088686,-0.010575971127406518,0.029900000000000003
0.017975241754175468,0.027072095447128134,0.0011087455837817117,0.0022001127297368583,1.08067041801174,-0.0880620006085159,-0.004468214071434411,0.0304
0.023126509638839773,0.013393993220253766,0.0029109254537953433,0.003280637433173972,1.0941251682007,-0.11879123637058217,0.011918498163954783,0.0302
0.015609397928364285,0.026809133681414576,0.0037729072914460815,0.005124043480647877,1.16423340287317,0.06488680198091079,-0.0028047630829218222,0.0334
0.02591471694829437,0.022986500551837093,0.004606583110775553,0.006672625100586416,0.8892646503012379,-0.012530089012298868,9.177658637532146e-4,0.0358
0.03189256748430515,-0.010256788046353054,0.004815937207952814,0.0070323111891461565,1.00133509534962,-0.10825602053675044,2.1505692724523316e-4,0.0382
0.028242409111275436,0.009993616647342458,6.031329525297835e-4,0.003534745505442416,1.01767531975289,-0.057467023839019034,0.004996400681658075,0.0412
0.018517033625467354,0.007330479549198696,0.005578484891549884,0.009588249359630652,1.06125346495649,0.03792443996161257,-0.004943755443755598,0.044199999999999996
0.014242785732703237,0.006494653111744887,-0.004642957888489008,-0.008970992840977132,0.953824668656453,-0.07321223156643704,-0.014850301116920778,0.044800000000000006
-0.003307367478775799,-0.00589492421098571,-0.001164231932160753,-0.002338006994023978,0.984245645274778,-0.05839635031860668,-0.009578249241724431,0.0453
-0.012628524028647569,-0.01131837509533346,-0.0014846513283774954,-0.0046586754614432735,1.00046823995828,0.15733609602101098,-0.011452937314177411,0.045
-0.0060038813131711374,-0.007186340415460402,0.003125544138204539,0.0020968085181882756,0.924809678850749,0.1700148974211738,-0.004098338438819437,0.0444
0.005078254813735243,-0.005637027239697182,1.2332686756533207e-4,0.0021814081416335895,1.0424276153149001,-0.03920073172247284,-0.014003763427187087,0.0451
0.005270336306256014,-0.0049346747519569585,3.143318337919254e-4,0.004322212172483297,1.04477222821482,-0.026938947098657306,-0.009218038782561645,0.045
0.0027018606243284053,-0.0046198365511137774,-5.94033154521334e-4,-5.989892436266686e-4,1.01118323365542,-0.0011323515960754468,-0.013130523356844963,0.044800000000000006
0.005498710610987962,0.003412665666810419,-5.368629440027917e-4,-0.001266163665978759,0.9763212666149179,-0.10039754290731967,-0.0017859228359205074,0.0451
0.01913507186648575,-0.003519041060071067,2.3391556088725451e-4,-0.002722597487307965,0.974482675030999,-0.021945791205092588,-0.004608067261382031,0.0447
0.020767158125799375,0.0022044013840207145,0.002014644936460641,8.846957611678974e-4,1.02598416066972,0.021759573114560088,-0.011329006587804436,0.044800000000000006
0.02780051674719933,0.013200584863937022,-4.445640852868138e-5,0.001768495816206972,0.953734141296702,-0.010980289145768445,-0.00259931905325399,0.0451
0.036293647934239184,0.017057724674081905,0.0024048805437546505,0.003973696090457501,0.956302898298629,-0.1117430907956794,-0.013926154982856867,0.0451
0.035750232404361884,0.023027377756887416,0.005351898463576532,0.006795557256884521,0.99132467161303,0.026322438484122402,0.014992202377447502,0.0449
0.04194702508038884,0.026080755205512104,0.004754838820422158,0.005044788280114787,1.0804287729581,0.008773590984512827,0.003939843379827407,0.0452
0.030927271853879616,0.029449377839981757,0.004752464217599339,0.008759066805430926,1.01213425232937,-0.19209343918340552,0.007978331069531667,0.046900000000000004
0.01842639645661222,0.030270905180434536,0.002537739433066122,0.0022216570301845096,1.09168358082151,0.01321908481540906,9.047062585554705e-4,0.04769999999999999
0.013889485799400383,0.02664602362481351,0.00591476106323352,0.013150799026594662,1.04971964236025,8.329963654956713e-4,-0.0037585797567130474,0.049699999999999994
0.008611468576127306,0.004577784659564828,0.0033975333090570103,0.007236005272169166,1.13670574697331,0.0705729188272236,0.002694448522692154,0.049800000000000004
0.00202134965031661,0.008335842220253326,0.0031883212697021435,0.005807764369578194,0.9227887765624141,0.03264519748251826,0.01464919449447521,0.0499
-0.0069280841676906246,0.0034273793316674556,0.0037444242469995004,0.005217525364543896,1.02280022779761,-0.015290366067072686,0.018318154079038487,0.0499
-0.017276646597895982,0.006399653846783504,0.0025162260788080815,0.0018186607003700672,1.28117288560525,0.0036497537647157026,0.014685062682560795,0.0444
-0.01079574371817562,0.0017227244526977295,0.007079579459061236,0.01391136043327279,1.0961972052373499,-0.01831577679023904,0.033527699095808244,0.050199999999999995
-0.012557358568332814,-0.01249941033216855,0.00871971965966889,0.014894051875970149,1.08624750640605,-0.051879367799810845,0.02126599233293223,0.0521
-0.019599741293785257,-0.030398491904357637,0.0021298208702607013,0.0031511923111953166,1.11368911029617,-0.03386676095036187,0.029914061253468495,0.0537
-0.04783069893696543,-0.010672110997617874,0.003843151501849995,0.007520705900383007,1.25826521769379,-0.06465084766336142,0.019495583609179433,0.0552876
-0.07528903463244396,0.02024848727821915,0.008292839941078434,0.011000045759182342,1.01042750428888,0.10110628395912345,0.04068297214095697,0.056801000000000004
-0.07263047567049631,0.007398219521123847,0.004872356792601451,0.006650878811273131,1.0099321740007499,-0.017980946245826288,0.031152314911936124,0.059107099999999996
-0.05068506062089222,0.0061066557385779825,0.00639716057587858,0.007130340095836019,1.14535787718607,0.00779072821136012,0.024224565739664642,0.06208432
-0.04494438387112752,0.005951967812680129,0.006060892303977994,0.005783869913362771,1.02627439552465,0.03801232857988127,0.027822453088084013,0.0643
-0.045689311560921916,-0.0030458931355065496,0.006409829173965598,0.006343749876537075,0.9962905711415201,0.032096413901267995,0.01940203811351556,0.06601499999999999
-0.04924058891659822,-0.02517741414343152,0.004783448076690178,0.005561844229510449,1.1639713864303198,-0.0163584314336898,0.017792182322218273,0.065451
-0.052633171216221734,-0.016919352543677026,0.0033346646655267875,0.007916507438683773,0.920858662022172,0.20336322905286688,0.0020104255824902437,0.065354
-0.03742367111507351,-0.0011332719561998879,0.0012276537018953704,0.006635996083999451,0.907156485266451,-0.15834176350018941,0.0019399165487246483,0.0657342856
-0.03293642202782162,0.015481367742987433,-6.140419493076976e-4,-0.001021578047106786,1.02856398868882,0.05868092530052445,-0.009031830949442864,0.0643575271
-0.01514221319443656,2.8272827566155483e-4,3.05736187515393e-4,-5.028151141202031e-4,1.01629517738273,0.06356626604688065,-0.026339754211351537,0.0607282322
-0.009104505610911919,-0.013787011507887558,3.3388721153126966e-4,1.3368413335879126e-4,0.9643031877603759,0.09843912068983456,-0.021369339445970418,0.053285
-0.018724901460168274,-0.01882140898958605,-1.8192514374515412e-4,-5.014684762532085e-4,1.01458899994782,0.1099315020985975,-0.012841086429833181,0.0426514
-0.034032828953728195,-0.004694418971799798,-0.002202914244566756,-0.005832087927021945,1.00755713300934,-0.09735402774448626,-0.04504044270609571,0.031307999999999996
-0.034008310711029194,0.0027792762685219445,3.786543825361477e-4,0.0011180513235649059,1.00958311587133,-0.015450011054154479,-0.03744870192926756,0.022400000000000003
-0.012614494533243486,-0.0037084030705837145,-0.0018252099806606026,-0.0034097900035154893,0.9316166043005261,0.04033781814743812,-0.022791403865724154,0.013300000000000001
-0.0043932531797142675,-0.009544244006711724,-2.7853716096615244e-4,-3.0971470434870696e-4,0.994314860328709,0.013722780327004979,-0.02537405369032713,0.012031
-0.008488794889757083,-0.00928006981660086,0.0016431957554212673,0.004605004943013746,0.977900714891762,-0.032972655319797886,-0.022278037803467616,0.0115272
-0.010480999108009209,4.537951115427502e-4,9.51790558042731e-4,0.001788272108478317,0.97572003746746,0.04093984983960268,-0.014460493222788705,0.012190023518
-0.005881823256588493,8.774521938543932e-5,0.002722995670668915,0.0024557736588279866,1.06779020065672,-0.010476859136092616,-0.014929674566950072,0.0124234
0.0013285160622631548,-0.007885304610166007,0.003266924370644908,0.004552692356421417,1.03609110423438,-0.06474524947766554,-0.022056057282394004,0.01
0.014714506520537473,-0.02048259812506367,0.003733375969906305,0.004218645406321997,1.03831248677435,-0.022130173194951183,-0.016624524887562234,0.0121524
0.030043363935793564,-0.012530037437058246,-7.406659854627407e-4,1.4864935978398108e-4,1.00878494462255,0.07397958102956373,-0.00816656442543448,0.0123264
0.04960166396313263,-0.010183247357956454,-1.9732312648734762e-4,-0.002394189800551949,1.05214725940352,0.03394345789202886,-0.0019303129398268797,0.012197
0.05481716946021849,-0.020382751365841355,0.0029413746192386014,0.005136898482819063,0.824185105177324,-0.04785239174677422,0.003990185968753568,0.014461
0.04660519060488221,-0.031619907255647665,0.00401216108060698,0.007555407255133595,1.10823383981549,-0.07036323250226106,0.01708595388425812,0.016200000000000003
0.05096498836865823,-0.0275916461925823,0.0012988513655294298,0.0027253094677188727,1.0367617549406198,-0.09335711421989622,-5.17417740019683e-4,0.019
0.05247495006199414,-0.02654760639792873,0.003043956141396187,0.005623361782847169,1.05270827260421,-0.047089117451256,-0.0018960209534116057,0.02377
0.05764830389270899,-0.01812641144083174,4.570374132866206e-4,7.332313893630982e-4,1.0536432108476799,0.04395336908095628,0.009311562195094254,0.02741
0.05959455677872985,0.010550111223788784,-9.159180641820086e-4,-0.006001456355130941,0.9755945545024851,0.002234920743721141,0.007205320559641346,0.029449999999999997
0.056505056896917344,0.015043339130340692,0.002683630263453196,0.0030574356876806874,1.0084261634076501,0.015847916780528565,0.006672895045826509,0.029740000000000003
0.040384048124611924,0.021462334164524925,0.001216556565806215,-0.0019638043661958093,1.02285303726995,0.055442680339388206,-0.0037334246252458477,0.029789
0.03456668250538973,0.018584641507687398,0.004411218624178481,0.004087874371073497,0.999569622045605,-0.041741530703676324,0.007238049694988943,0.032107000000000004
0.03469947855630515,0.016924228759437308,0.004215037838639191,0.0075646357633347705,1.00173278479789,-0.004051054254040084,-0.001961451896612772,0.033868
0.04114343095762993,0.03395902812570113,0.0032129094797381796,0.010758005141315863,1.0311079269505499,-0.03129220048146081,0.0038642343079678563,0.036787
0.039879331154148524,0.05373890255624009,0.005845801621223501,0.010334120248078449,1.00251286839084,0.0291084951074521,0.010243545349810939,0.039686
0.026525416277763593,0.04849954328455315,7.924265732022207e-4,0.0011738725245775683,1.36067364815768,-0.22692076252171695,-0.0025484092238339468,0.042337999999999994
-0.00798973981480178,0.047650436681580685,0.0024196512446863494,-3.9855048024062256e-4,1.0207316698856699,-0.23942512160349472,-0.013626106721484238,0.04277
-0.027716595787569097,0.03896842276629116,0.0052217581137457,0.013620955765563991,1.05268071439054,0.17533226263794544,-0.0013873562105423246,0.042598000000000004
-0.019691831948025807,0.04168181812675027,0.002932175027019035,0.001364304244949821,1.14359592188835,0.09297879669073954,-0.0031573333534452236,0.042298
-0.015027952476111937,0.027162954389119472,0.004362836555274363,0.005313918585548194,0.9668240992547931,-0.07112797767601117,-0.004958854669071019,0.04272
-0.026226512812126686,0.01615657068068886,0.0037190178188772904,0.006509109083943088,1.09986723855639,0.031188972109769425,-0.011775959174851656,0.042683
-0.03229679373366077,-9.658805806340014e-4,0.007200758918174621,0.013885312318143939,0.9277774587145301,0.010547910366635226,-0.00778093421024773,0.042554999999999996
-0.028845468275604663,-0.0072467192138776,0.0022084871940002415,0.0020702068078763958,1.12190726140287,-0.07919004269401278,0.01756342572638808,0.042422
-0.028825011222164763,0.0015510327690907483,-1.5873019547107958e-4,-0.0011237570986386558,1.31676361952159,0.08910928880166956,-0.0021536015597361834,0.042288
-0.03635207339026579,0.00444005983785177,0.0017127319708380995,0.0025026291237377762,1.0999527971491299,-0.03828024939963342,-0.003872810583527916,0.042283999999999995
-0.029963212636951835,0.002945130465617643,0.005232684545875443,0.007751746172466767,1.11080662863799,-0.08341910737722852,0.0028187607722765175,0.0425
-0.03212390386986059,-0.009559911142420817,0.004256504038309572,0.006318923570554524,0.99681518663971,-0.06526906298599001,-0.01610376874199879,0.042409999999999996
-0.023589511200582967,-0.013317492481630874,0.0014461854704448385,4.6527144190466885e-4,0.9680146881545021,0.06938114852693836,0.006994583040006373,0.042428999999999994
-0.014833203775924772,-0.024637240449471808,7.293775166550276e-4,-6.029315272426672e-4,0.997583153243649,0.07297164678996207,0.004685297206772649,0.04231
-0.00479647736931323,-0.03570892488774855,-0.001498555731243023,4.169725526947943e-4,1.07711453348185,0.11573078675049503,0.009469993788625671,0.042458
-0.008160112828574057,-0.038545192070914294,0.005043601557662036,0.00697020723625652,0.986368732400038,-0.050051595759490336,0.007513082260218681,0.042191
-0.004766441611224047,-0.037001712128409844,0.006496554008790234,0.014925700121763974,1.100754085921,-4.1473272905728667e-4,0.006640408706256229,0.04234
-0.011904508571262105,-0.035461906661629475,-5.914737961392191e-4,-0.0036428082033399534,1.01786168335438,-0.050640267598972916,-9.813873672252288e-4,0.042392000000000006
-0.007318060014128491,-0.03659934737740529,0.001605937692156445,0.0027673636041773975,1.2009358521388,0.0350184898579228,-0.003700202953181965,0.042478999999999996
0.006254093251420879,-0.041653198539843894,0.0020322879277463457,0.0027662071461982407,0.884145772902867,0.058762856422324775,-0.0037820494228598188,0.042439
0.00949435107066211,-0.04442598647044937,0.002422678732478367,0.001467700966126806,0.860338197210193,0.012662556191277714,0.00538338285387115,0.041518
4.944155150949821e-4,-0.03568791621481316,-0.0013354006546366648,-0.008686851059610312,0.883495392302596,0.016708005346250863,0.0022556640622527335,0.042008000000000004
0.017692167174342847,-0.0353707909943732,0.004989438157186221,0.005905036986963097,0.9365397949997459,0.06649101988968353,0.004886320526115407,0.042404000000000004
0.015576641045451489,-0.03794453470343525,0.0016571482763731993,0.0030290505856012118,1.06662696700134,-0.032230147181555674,-0.0010774529850477719,0.042005
0.031196402812781993,-0.022105478718982146,0.0025880343794906224,0.006450769740400375,1.0480763166539802,0.024277106578326636,0.00221385397554072,0.042541999999999996
0.02840000837437517,0.007826868036682675,0.003360626038312553,0.004630358970193704,0.892370509285907,0.0486124025652193,0.016494816628488587,0.042605000000000004
0.013246977430069092,0.009296976017723,0.0036471628151248936,0.005993283580681741,0.901914943067878,-0.02269231869641386,0.0123914636799092,0.043269
0.002978555558099206,0.01462044873951077,0.005090350650037934,0.00609112865621686,1.13234915960336,-0.028185951966242677,0.015386931595980188,0.045161
-5.644338184302676e-4,0.011553586049393211,0.002641605114160228,0.0021233297615763647,0.9482440196623659,-0.02767431716903583,0.006076964728779864,0.042737
-0.008006372617539143,0.015485733598638828,0.0010816215083178093,-3.704735873144571e-4,0.9837644926716961,0.009315305249469321,0.012640040229893814,0.042484
-0.016388161651529523,0.018339274596916196,8.950337641193684e-4,-0.0015152669193962964,0.952238820080958,-0.0073217916796962604,0.02403399413965607,0.04183
-0.020167547886849813,0.01662065558104619,0.0014787170903769464,-0.003046125653855647,1.03522258585806,0.01703352467953514,0.016521024245087463,0.040884000000000004
-0.01714464384701287,0.018353908232457326,0.004279776755102382,0.006969150647236688,1.05458730350166,0.01114884112691978,0.004801351571823704,0.041210000000000004
-0.01658437788741615,0.00504463510884213,0.005400479495122568,0.006977305406815404,1.19443763583377,0.018521738964260716,0.011559511603665284,0.041738
-0.005427666815639977,0.01103441790724784,0.0012497566290532447,-5.547920317123811e-4,0.975452978556513,0.015338219160056394,-9.898374575702674e-5,0.040133
0.003660522532198493,0.004018842708869573,0.0031394635914265834,0.0035637763313118853,1.05799348755953,0.043921066893647824,0.0064196811529019845,0.040539
0.004194267739855165,0.002706518295014809,0.002377680976272778,0.0038151485954394104,0.94942815528146,-0.03882891939200249,-0.005890088030125373,0.03954
-0.01372726243529016,6.000820557908969e-4,0.0023815933988791116,0.00470980595758963,0.9953089412836129,-0.19995386919946653,-0.0159571662612404,0.039999
-0.016530206414656357,-0.006605199339160662,0.0026817982074813784,0.0054635773957398825,0.981047516780426,-0.003186839905296857,-0.008716457929142399,0.038491
-0.014031440786008188,-0.001864984517121935,-0.0012938353491884769,1.2310007515559107e-5,0.8827458972298339,0.005397889440908672,-0.005278012222827334,0.037587999999999996
-0.011754146653714034,0.005258414522615985,0.0035772676663423653,0.00467851853274226,0.975561117926924,0.017551734500065995,-0.004251915645521998,0.036975
-0.00819787114972307,0.0060586212142773495,0.004213754091119348,0.004860981389765762,0.953677445951853,0.006920986535695947,-2.9000995250306094e-4,0.035292
-0.004577666192428317,-0.0016047698858509157,0.0015457036843997685,0.002286689693434596,0.9837417612616051,-0.033165468775221765,-0.0058953105816600005,0.036415
0.007185203762538062,7.728779673406947e-4,0.0023777998085909857,0.004351469586918455,0.9216418396094279,-0.017828996980131663,-0.013359483541402772,0.037956
0.007613041724241022,8.433817291131368e-4,0.00246404549666579,0.006671334246173721,1.00824139464302,0.00586859710611593,-0.010867726736327223,0.033439
-0.008368017373531877,0.009395306515005121,0.0025542291094460268,0.004452270264196478,0.929486278122007,-0.02413054011173924,-0.009286651019713378,0.034305
-5.038634058978919e-4,0.0024649852533611735,0.003937422581952177,0.003906598754462642,0.959130251883206,-0.051560105446602895,-0.004694292900762173,0.033527
-0.00155385824409425,0.009933759904170964,0.00314831657366188,0.0030904384075318703,0.9152634988535879,2.0455890934182355e-4,0.016471147841506443,0.035151
-0.0011105603819198673,0.020278834028047785,0.005324342330053078,0.004275172166498642,0.983550257326102,-0.009213234421440598,-0.021144304077120545,0.034798
0.01931660706141943,0.012911953066789961,0.004095677015930832,0.0030817189529255273,1.10175477210553,0.025813864738202817,-0.007363502812042912,0.034243
0.015482628587630262,0.008109058885332672,0.003063201927600012,3.414348597150507e-4,1.0374050490267102,0.031738507053623945,-0.003569737582496317,0.034638
-0.00324768659887098,1.3731360200911285e-4,0.0034373656710320333,0.004990704608881735,1.05878506649945,-0.02770206887658133,-0.010238955058026501,0.036141
-7.583498344220854e-4,-0.018179973120462985,0.002253388214923824,0.001978026495003782,1.01458315641888,0.14065364095120553,-0.00425411320065742,0.036608999999999996
-0.002031330238703291,-0.006681230031250888,0.0016924682949239767,0.0011292360197385776,1.07291633034107,0.005409344851545675,0.001929125019647431,0.03521
0.007418106054609754,0.00443682855347761,0.006599375900711024,0.013176056996988095,1.11850170989785,-0.06693752200329259,8.808286657907174e-4,0.035
0.03191282649932048,0.007805850680178067,0.0044555665729069105,0.005169200695545051,1.15004343184947,0.00530254740920298,0.0154458649056029,0.03765
